Course,Year Level,Category,Comment,Sentiment,Date
BSCS,1,Faculty,"Very organized syllabus, alam mo agad ang schedule ng requirements buong semester.",Positive,2026-11-17
BSA-MA,4,Faculty,"FYI, very organized syllabus, alam mo agad ang schedule ng requirements buong semester.",Positive,2026-01-09
BSIT,2,Staff,"Rude sa akin yung staff sa window 3, para akong nanggugulo lang sa kanya.",Negative,2026-08-14
BEED,1,Payments,ang bagal grabe,Negative,2026-08-08
BSN,2,Facilities,"Tbh, okay naman ang facilities overall, may mga parte lang na pwede pang ayusin. sana maayos na.",Neutral,2026-11-29
BSBA,2,Facilities,"FYI, ang linis ng bagong renovated CR sa building B, malaking improvement talaga.",Positive,2026-05-21
BSIT,3,Faculty,"Sobrang harsh ng comments sa papers namin, parang wala kaming ginawang tama.",Negative,2026-05-09
BSIT,3,Faculty,"Nakakadismaya kasi paulit-ulit lang ang example niya, di namin nagegets ibang case.",Negative,2026-11-29
BSIS,1,Payments,"Btw, nagbayad ako tapos nawala pa yung record, kailangan ko pa i-prove na nagbayad ako. di ko lang masabi kung tama ba ako.",Negative,2026-07-22
BSCE,3,Facilities,"Just my two cents, facilities team quickly addressed the broken projector before our presentation.",Positive,2026-04-30
BSED,1,Facilities,"Btw, sirang chairs pa rin hindi na-replace kahit ilang beses na reported.",Negative,2026-02-18
BSCS,2,Faculty,Super patient siya sa mga tanong namin kahit paulit ulit na topic. sana ma-address to.,Positive,2026-09-02
BSIT,2,Staff,Ang tagal ng line tapos pagdating mo doon sasabihin lang na mali daw window mo.,Negative,2026-10-31
BSN,4,Staff,Medyo mabagal sila pero sa huli tinulungan naman nila ako ng maayos.,Positive,2026-01-05
BSCS,3,Payments,Staff was dismissive when I asked about installment options. just saying.,Negative,2026-03-03
BSED,2,Staff,"Sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room.",Positive,2026-09-02
BSIT,2,Payments,"Sa totoo lang, ang tagal ng pila sa cashier, umabot ng tatlong oras bago ako naasikaso.",Negative,2026-07-16
BSIT,1,Facilities,"Sobrang siksikan ng canteen, walang enough seats during lunch time.",Negative,2026-02-22
BSA,3,Facilities,"Update: roof leaks directly sa computer lab, delikado sa mga equipment. just saying.",Negative,2026-06-03
BSIS,4,Faculty,"Sobrang 'ang galing' talaga niya mag-explain, wow, kaya lang siguro dahil ilang beses na rin niyang tinuro yun.",Positive,2026-03-10
BSCE,2,Facilities,"Update: parking area is well organized now, hindi na siksikan tulad noon.",Positive,2026-02-05
BSHM,1,Facilities,"Honestly, okay naman ang facilities overall, may mga parte lang na pwede pang ayusin. di ko lang masabi kung tama ba ako.",Neutral,2026-11-09
BSCE,2,Faculty,"Okay lang naman siya, wala namang masabi pero wala ring standout.",Neutral,2026-08-14
BSA,2,Payments,"Just my two cents, fine naman, pero pwede pang mapabilis konti. no cap.",Neutral,2026-11-18
BSPSY,2,Faculty,"Hindi klaro yung mga instructions niya, tapos mababa grade pag mali ang gawa mo.",Negative,2026-07-30
BSTM,4,Faculty,"Btw, ang galing ng teaching style ni Ma'am, kahit boring subject naging interesting.",Positive,2026-04-22
BSIT,1,Staff,"Medyo mixed experience, minsan mabilis, minsan hindi.",Neutral,2026-03-13
BSA-MA,1,Payments,"Update: may extra charge na hindi ko alam kung saan galing, walang paliwanag binigay. just saying.",Negative,2026-10-29
BSPSY,4,Faculty,"He's fine I guess, walang major issue pero walang rin extra effort. sana maayos na.",Neutral,2026-06-29
BSED,3,Payments,"Ang init sa loob habang naghihintay, walang aircon sa payment area. no cap.",Negative,2026-03-13
BSN,3,Payments,"Sa totoo lang, ang init sa loob habang naghihintay, walang aircon sa payment area. no cap.",Negative,2026-11-27
BSIT,2,Staff,"Sa totoo lang, medyo mixed experience, minsan mabilis, minsan hindi. di ko lang masabi kung tama ba ako.",Neutral,2026-10-11
BSTM,3,Payments,Medyo nahirapan ako sa umpisa pero eventually naayos din naman nila lahat maayos.,Positive,2026-01-14
BSCE,3,Payments,"Just my two cents, ang init sa loob habang naghihintay, walang aircon sa payment area. sobra.",Negative,2026-04-16
BSHM,2,Payments,"Honestly, good job sa new queueing system, mas organized na pila ngayon. grabe talaga.",Positive,2026-07-20
BSBA,1,Facilities,"Sira na naman yung aircon sa room 210, sobrang init hindi ka makapag focus. sana maayos na.",Negative,2026-05-03
BEED,4,Staff,"Btw, average lang, hindi maganda hindi rin masama. no cap.",Neutral,2026-02-27
BSN,4,Facilities,"Fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa. di ko lang masabi kung tama ba ako.",Neutral,2026-11-23
BSTM,1,Facilities,"Btw, bagong chairs sa canteen mas comfortable, di na masakit ang likod after klase.",Positive,2026-09-28
BSCS,3,Staff,"Btw, ang bagal ng registrar mag-process, ilang beses akong bumalik balik walang update.",Negative,2026-06-12
BSIS,4,Facilities,"Baha sa hallway tuwing umuulan, delikado talaga lalo pag maraming tao.",Negative,2026-10-19
BSED,3,Payments,Medyo tagal pero maayos naman ang naging transaction sa huli. no cap.,Neutral,2026-10-07
BSCE,2,Facilities,Parang maganda naman pero di ko pa rin sure kung sulit sa binabayaran namin.,Neutral,2026-08-30
BSA-MA,1,Payments,"Honestly, napakabilis ng transaction ngayon compared last semester, malaking improvement. no cap.",Positive,2026-01-09
BSTM,1,Payments,"Okay lang naman, medyo mabagal pero natapos din naman.",Neutral,2026-01-08
BSBA,2,Payments,"Tbh, medyo tagal pero maayos naman ang naging transaction sa huli. just saying.",Neutral,2026-01-21
BSCS,4,Staff,"Btw, ang linis at organized ng records office, mabilis din makakuha ng TOR.",Positive,2026-09-17
BSBA,4,Facilities,"Not bad, pero medyo outdated na yung ibang equipment. no cap.",Neutral,2026-08-05
BSPSY,4,Facilities,"FYI, some rooms are fine, some need improvement, depende sa building. no cap.",Neutral,2026-02-12
BSCE,2,Facilities,"Update: mixed experience, maganda yung isang building pero luma pa yung isa. sana maayos na.",Neutral,2026-05-23
BSIT,3,Payments,"Tbh, nireject yung payment ko kahit tama naman lahat ng binigay kong details. di ko lang masabi kung tama ba ako.",Negative,2026-02-10
BSHM,2,Staff,"Just my two cents, nagtatampo yung guard kapag tinatanong mo lang kung saan yung room. just saying.",Negative,2026-03-21
BSHM,3,Payments,"Ang tagal ng pila sa cashier, umabot ng tatlong oras bago ako naasikaso.",Negative,2026-07-20
BSTM,1,Faculty,"FYI, he remembers our names and actually checks in when someone looks lost during class. sobra.",Positive,2026-06-08
BSPSY,4,Faculty,"Sir Cruz always replies sa messenger within a day, di siya nagpapabaya sa students. sobra.",Positive,2026-05-03
BSCS,2,Facilities,"Sa totoo lang, elevator has been broken for weeks, hirap sa mga may disability o injury. grabe talaga.",Negative,2026-02-14
BSED,1,Payments,"Sa totoo lang, sobrang bait ng staff sa finance office, hinintay pa ako mag-ayos ng requirements. grabe talaga.",Positive,2026-08-21
BSTM,1,Payments,"Just my two cents, may extra charge na hindi ko alam kung saan galing, walang paliwanag binigay.",Negative,2026-06-08
BSCE,2,Payments,"Just my two cents, mabilis na naprocess yung refund ko, hindi ako naghintay ng matagal. just saying.",Positive,2026-03-03
BSCS,2,Facilities,"Aircon sa room 305 super sarap na, di na init ng init tulad dati.",Positive,2026-01-06
BSIS,4,Facilities,"Tbh, fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa. grabe talaga.",Neutral,2026-06-27
BSHM,3,Payments,"Tbh, the cashier explained the breakdown of fees clearly, walang naging confusion.",Positive,2026-03-27
BSA,2,Faculty,"She cancels classes often without proper notice, nakaka-disrupt ng schedule namin.",Negative,2026-05-18
BSPSY,1,Facilities,"Update: sobrang siksikan ng canteen, walang enough seats during lunch time. sana maayos na.",Negative,2026-01-16
BSA,4,Staff,"Sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room. sana ma-address to.",Positive,2026-05-20
BSHM,1,Faculty,"Btw, late palagi si prof pero nagtataka bakit late din kami absent daw kami.",Negative,2026-05-15
BSPSY,1,Payments,"FYI, fine naman, pero pwede pang mapabilis konti. grabe talaga.",Neutral,2026-09-12
BEED,3,Staff,"Btw, okay naman ang service, wala lang masyadong extra effort. sana maayos na.",Neutral,2026-01-29
BEED,2,Staff,"Process is standard lang, walang kakaiba.",Neutral,2026-07-08
BSIS,3,Staff,"Thank you sa clinic staff, mabilis silang tumulong nung nahilo ako sa klase. sana ma-address to.",Positive,2026-02-22
BSTM,1,Faculty,"FYI, zero patience sa mga tanong, parang gusto lang niya matapos ang period. no cap.",Negative,2026-04-27
BSPSY,1,Payments,"FYI, payment portal is working smoothly now, walang lag kahit peak hours. just saying.",Positive,2026-01-23
BSCS,2,Faculty,He remembers our names and actually checks in when someone looks lost during class.,Positive,2026-01-24
BEED,3,Faculty,"Update: medyo mixed feelings ako, minsan clear siya minsan hindi masyado.",Neutral,2026-07-16
BSIS,2,Faculty,"Sa totoo lang, he shouted at a classmate in front of everyone just for asking a question. di ko lang masabi kung tama ba ako.",Negative,2026-01-19
BSHM,4,Payments,Update: salamat sa cashier na tinulungan akong ayusin yung double charge ko kaninang tanghali. sana maayos na.,Positive,2026-04-25
BSA,2,Faculty,Super patient siya sa mga tanong namin kahit paulit ulit na topic.,Positive,2026-08-02
BSPSY,3,Facilities,"Okay naman ang facilities overall, may mga parte lang na pwede pang ayusin.",Neutral,2026-05-19
BSIT,3,Staff,Not bad but could be more responsive sa mga follow up questions.,Neutral,2026-03-03
BSHM,1,Staff,"Just my two cents, the IT staff fixed my account access super fast, walang hassle. just saying.",Positive,2026-04-02
BSN,1,Staff,"Tbh, average lang, hindi maganda hindi rin masama. grabe talaga.",Neutral,2026-07-25
BSIT,4,Payments,"Good job sa new queueing system, mas organized na pila ngayon.",Positive,2026-05-25
BSA-MA,3,Payments,"Honestly, payment portal is working smoothly now, walang lag kahit peak hours. grabe talaga.",Positive,2026-06-17
BSIT,4,Payments,"Average lang ang experience, walang major complaint. grabe talaga.",Neutral,2026-01-05
BSA,2,Faculty,"Honestly, grading rubric was posted early so alam namin agad ang expectations. grabe talaga.",Positive,2026-05-30
BSTM,3,Facilities,"Wifi connection is unreliable, laging nadidisconnect tuwing may online activity kami.",Negative,2026-11-15
BSN,4,Facilities,"Btw, mixed experience, maganda yung isang building pero luma pa yung isa.",Neutral,2026-07-08
BSTM,4,Faculty,"Honestly, instructor rarely responds to emails even for urgent concerns about requirements. grabe talaga.",Negative,2026-04-11
BSPSY,2,Staff,"Honestly, front desk keeps giving conflicting information, iba sabi niya tapos iba naman sabi ng kasama niya.",Negative,2026-03-19
BSCS,4,Payments,"Honestly, average lang ang experience, walang major complaint. grabe talaga.",Neutral,2026-01-13
BSN,3,Payments,"Just my two cents, sobrang bagal ng refund process, isang buwan na wala pa rin update. di ko lang masabi kung tama ba ako.",Negative,2026-11-22
BSPSY,1,Faculty,"Prof genuinely cares about our understanding, hindi lang basta tapos ang klase.",Positive,2026-06-21
BSCS,4,Facilities,"Update: fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa. sobra.",Neutral,2026-06-07
BSIT,2,Faculty,"Tbh, may pros and cons, mabilis mag-explain pero minsan late sa grading. sana ma-address to.",Neutral,2026-09-29
BSN,4,Faculty,"Sa totoo lang, okay lang naman siya, wala namang masabi pero wala ring standout.",Neutral,2026-09-09
BSCS,2,Payments,"Sa totoo lang, not sure kung mas mabilis na ba talaga o pareho lang, need pa ng time to observe. sana maayos na.",Neutral,2026-05-24
BSIT,1,Staff,"Front desk personnel greeted us warmly, nagpapagaan ng mood pag pupunta ka doon.",Positive,2026-04-29
BSHM,4,Payments,"Sa totoo lang, good job sa new queueing system, mas organized na pila ngayon. di ko lang masabi kung tama ba ako.",Positive,2026-07-10
BEED,1,Staff,"Sinigawan kami ng staff dahil raw nagulo kami sa pila, pero wala naman kaming ginawa. no cap.",Negative,2026-10-25
BSIT,2,Faculty,"Feedback on our papers was detailed, hindi lang basta check minus check plus.",Positive,2026-11-23
BSED,1,Payments,"Tbh, mabilis na naprocess yung refund ko, hindi ako naghintay ng matagal. no cap.",Positive,2026-10-31
BSTM,1,Facilities,"Update: wifi connection is unreliable, laging nadidisconnect tuwing may online activity kami. di ko lang masabi kung tama ba ako.",Negative,2026-08-11
BSCE,2,Facilities,"Btw, some rooms are fine, some need improvement, depende sa building. sana ma-address to.",Neutral,2026-05-02
BSBA,3,Facilities,"Aircon sa room 305 super sarap na, di na init ng init tulad dati. sana ma-address to.",Positive,2026-06-11
BSA-MA,4,Faculty,"Prof genuinely cares about our understanding, hindi lang basta tapos ang klase. sobra.",Positive,2026-06-17
BSA,4,Faculty,"Just my two cents, he's fine I guess, walang major issue pero walang rin extra effort.",Neutral,2026-05-20
BSN,1,Staff,"Update: the IT staff fixed my account access super fast, walang hassle. sobra.",Positive,2026-04-14
BSIS,1,Payments,"Sa totoo lang, wala akong strong opinion, straightforward lang naman ang binayaran ko.",Neutral,2026-03-21
BSIT,2,Payments,Nireject yung payment ko kahit tama naman lahat ng binigay kong details. no cap.,Negative,2026-08-19
BEED,3,Staff,hays.,Negative,2026-07-28
BSIT,3,Staff,"Honestly, process is standard lang, walang kakaiba. sana maayos na.",Neutral,2026-04-17
BEED,3,Staff,"FYI, sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room. sana ma-address to.",Positive,2026-08-26
BSBA,1,Payments,"Online payment confirmation was instant, sobrang convenient talaga.",Positive,2026-02-16
BSIS,3,Facilities,"Tbh, fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa.",Neutral,2026-11-05
BSCS,2,Faculty,"Tbh, grading is so inconsistent, same answer pero iba grade namin ng groupmate ko.",Negative,2026-06-17
BSIS,1,Payments,"Walang malinaw na breakdown ng fees, biglang taas nalang ng total. no cap.",Negative,2026-05-08
BSA,4,Staff,"Okay naman ang service, wala lang masyadong extra effort.",Neutral,2026-09-20
BSCS,3,Payments,"Btw, may extra charge na hindi ko alam kung saan galing, walang paliwanag binigay. di ko lang masabi kung tama ba ako.",Negative,2026-05-14
BSIS,1,Payments,"Tbh, sobrang bagal ng refund process, isang buwan na wala pa rin update. just saying.",Negative,2026-07-27
BEED,2,Staff,Wala akong masabing negative pero wala rin akong masabing wow.,Neutral,2026-02-18
BEED,1,Faculty,"FYI, okay lang naman siya, wala namang masabi pero wala ring standout. sana maayos na.",Neutral,2026-03-13
BSIT,1,Faculty,"Just my two cents, sobrang strict sa attendance pero siya mismo laging late. di ko lang masabi kung tama ba ako.",Negative,2026-02-01
BSA-MA,2,Payments,"Sa totoo lang, okay lang naman, medyo mabagal pero natapos din naman. di ko lang masabi kung tama ba ako.",Neutral,2026-03-08
BSN,4,Staff,"Sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room. sana maayos na.",Positive,2026-07-10
BSCE,1,Staff,"They're fine most of the time, minsan lang medyo mabagal.",Neutral,2026-10-26
BSTM,3,Faculty,"Thank you sa flexibility niya nung nagkasakit ako, in-adjust niya deadline ko.",Positive,2026-02-08
BSCS,1,Facilities,"Tbh, mixed experience, maganda yung isang building pero luma pa yung isa. just saying.",Neutral,2026-04-12
BSCE,4,Faculty,"Grades ni sir ang bagal lumabas, three weeks na wala pa rin kami feedback.",Negative,2026-03-07
BSIT,3,Staff,"Front desk keeps giving conflicting information, iba sabi niya tapos iba naman sabi ng kasama niya. sobra.",Negative,2026-03-04
BSCS,4,Facilities,"Mixed experience, maganda yung isang building pero luma pa yung isa. just saying.",Neutral,2026-01-26
BSIS,4,Staff,"Process is standard lang, walang kakaiba. sana ma-address to.",Neutral,2026-07-22
BEED,1,Facilities,"Just my two cents, baha sa hallway tuwing umuulan, delikado talaga lalo pag maraming tao. sobra.",Negative,2026-07-15
BSCE,4,Payments,"Fine naman, pero pwede pang mapabilis konti.",Neutral,2026-03-30
BSA,2,Payments,"Update: sobrang bait ng staff sa finance office, hinintay pa ako mag-ayos ng requirements. sobra.",Positive,2026-04-06
BSBA,3,Faculty,Sobrang strict sa attendance pero siya mismo laging late. just saying.,Negative,2026-08-17
BSIS,1,Faculty,"Ang galing ng teaching style ni Ma'am, kahit boring subject naging interesting. grabe talaga.",Positive,2026-11-11
BSTM,2,Payments,"Tbh, not sure kung mas mabilis na ba talaga o pareho lang, need pa ng time to observe.",Neutral,2026-11-28
BSBA,4,Staff,"Sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room. sobra.",Positive,2026-07-30
BSHM,4,Staff,Not bad but could be more responsive sa mga follow up questions. sana maayos na.,Neutral,2026-02-01
BSIT,3,Staff,"Thank you sa clinic staff, mabilis silang tumulong nung nahilo ako sa klase. grabe talaga.",Positive,2026-07-16
BSIS,4,Staff,"Sinigawan kami ng staff dahil raw nagulo kami sa pila, pero wala naman kaming ginawa.",Negative,2026-04-13
BSCE,2,Staff,"Ang bagal ng registrar mag-process, ilang beses akong bumalik balik walang update.",Negative,2026-11-19
BSA-MA,1,Facilities,"Btw, fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa.",Neutral,2026-07-15
BSA-MA,3,Faculty,"Sa totoo lang, sometimes helpful, sometimes parang naiirita na siya sa tanong namin. di ko lang masabi kung tama ba ako.",Neutral,2026-09-03
BSHM,4,Faculty,"Our professor is strict pero makatarungan, alam mo talagang kumita ka ng grade mo. sana ma-address to.",Positive,2026-06-26
BSTM,3,Facilities,Medyo luma pa yung ibang parts pero overall mas maayos na compared last year.,Positive,2026-07-18
BSBA,2,Faculty,"Just my two cents, depende sa araw, minsan energetic siya minsan parang pagod na pagod. grabe talaga.",Neutral,2026-01-14
BSA,2,Staff,"Honestly, process is standard lang, walang kakaiba. just saying.",Neutral,2026-01-16
BSA-MA,3,Payments,"Update: may extra charge na hindi ko alam kung saan galing, walang paliwanag binigay.",Negative,2026-01-30
BSA-MA,4,Faculty,Late palagi si prof pero nagtataka bakit late din kami absent daw kami. just saying.,Negative,2026-09-29
BSA,2,Staff,"Just my two cents, guidance office staff was very patient explaining the process to me step by step. di ko lang masabi kung tama ba ako.",Positive,2026-03-23
BSIT,2,Facilities,"pwede na, need lang ng konting ayos",Neutral,2026-05-04
BSBA,1,Payments,"Good job sa new queueing system, mas organized na pila ngayon. di ko lang masabi kung tama ba ako.",Positive,2026-04-23
BSTM,4,Payments,"Online payment confirmation was instant, sobrang convenient talaga. sana ma-address to.",Positive,2026-07-01
BSIS,2,Payments,"Not sure kung mas mabilis na ba talaga o pareho lang, need pa ng time to observe.",Neutral,2026-05-02
BSTM,3,Staff,"Process is standard lang, walang kakaiba. sobra.",Neutral,2026-07-03
BSTM,1,Facilities,"FYI, not bad, pero medyo outdated na yung ibang equipment. sana maayos na.",Neutral,2026-06-30
BSTM,2,Faculty,"Grading is so inconsistent, same answer pero iba grade namin ng groupmate ko.",Negative,2026-10-16
BSN,4,Faculty,"Sobrang harsh ng comments sa papers namin, parang wala kaming ginawang tama. grabe talaga.",Negative,2026-10-05
BSBA,2,Faculty,"Sobrang mabilis ng discussion, parang hindi niya alam na di pa namin gets.",Negative,2026-09-09
BSCS,1,Facilities,"Tbh, ang linis ng bagong renovated CR sa building B, malaking improvement talaga. di ko lang masabi kung tama ba ako.",Positive,2026-01-29
BSN,2,Facilities,"Just my two cents, not bad, pero medyo outdated na yung ibang equipment.",Neutral,2026-01-11
BSHM,4,Payments,Update: medyo tagal pero maayos naman ang naging transaction sa huli. sana ma-address to.,Neutral,2026-01-01
BSA,2,Staff,"Tbh, sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room. no cap.",Positive,2026-03-08
BSA,2,Facilities,"Maintenance team fixed the leaking faucet within the day, ang bilis. sana maayos na.",Positive,2026-06-15
BSCS,1,Staff,Sobrang bait daw nila kaya lang di ko pa rin nakuha yung sagot ko sa tanong ko after ilang linggo.,Negative,2026-03-17
BSTM,2,Staff,"Very unapproachable, parang ayaw kang lapitan kapag may tanong ka.",Negative,2026-02-26
BSHM,3,Payments,"Mabilis na naprocess yung refund ko, hindi ako naghintay ng matagal. sana ma-address to.",Positive,2026-02-07
BSA,4,Staff,Guidance office staff was very patient explaining the process to me step by step.,Positive,2026-10-28
BSIT,3,Faculty,"Sir Cruz always replies sa messenger within a day, di siya nagpapabaya sa students.",Positive,2026-06-04
BSA,2,Staff,"Sa totoo lang, not bad but could be more responsive sa mga follow up questions. grabe talaga.",Neutral,2026-03-22
BSPSY,4,Payments,medyo nakakalito pero sige na lang,Neutral,2026-11-24
BEED,3,Payments,Update: medyo tagal pero maayos naman ang naging transaction sa huli.,Neutral,2026-03-31
BSPSY,3,Facilities,"Just my two cents, parking area is well organized now, hindi na siksikan tulad noon.",Positive,2026-04-25
BSCE,2,Facilities,"Btw, sira na naman yung aircon sa room 210, sobrang init hindi ka makapag focus. sana maayos na.",Negative,2026-07-13
BSBA,3,Payments,"FYI, payment portal is working smoothly now, walang lag kahit peak hours.",Positive,2026-03-07
BSIS,1,Facilities,"FYI, wifi is finally stable sa library, di na nade-disconnect habang nag-rrsearch ako. grabe talaga.",Positive,2026-10-21
BSED,1,Faculty,"hmm okay na siguro, di pa ko sure",Neutral,2026-04-04
BSTM,3,Facilities,"Wifi connection is unreliable, laging nadidisconnect tuwing may online activity kami. di ko lang masabi kung tama ba ako.",Negative,2026-11-10
BSN,1,Faculty,"He plays favorites talaga, halata kung sino paborito niya sa recitation.",Negative,2026-09-12
BSIS,3,Payments,"Just my two cents, good job sa new queueing system, mas organized na pila ngayon. di ko lang masabi kung tama ba ako.",Positive,2026-02-09
BSN,3,Payments,"Update: wala akong strong opinion, straightforward lang naman ang binayaran ko. just saying.",Neutral,2026-06-13
BSIS,1,Facilities,"Parking area is well organized now, hindi na siksikan tulad noon.",Positive,2026-11-24
BSPSY,3,Staff,"FYI, napaka-mabagal ng response sa email namin sa OSA, one month na walang balita. no cap.",Negative,2026-08-17
BSCS,3,Staff,"Tbh, not bad but could be more responsive sa mga follow up questions. sana maayos na.",Neutral,2026-04-18
BSN,1,Facilities,"FYI, projector in our room hasn't worked all semester, laging nangangapa si prof. sana ma-address to.",Negative,2026-06-29
BSBA,1,Faculty,"Sa totoo lang, sobrang strict sa attendance pero siya mismo laging late. grabe talaga.",Negative,2026-01-01
BSCS,4,Faculty,"Klase is average, hindi ko masabi kung masaya ba ako o hindi.",Neutral,2026-08-13
BSPSY,4,Faculty,Consultation was quick and she gave concrete steps para maayos ko yung code ko.,Positive,2026-03-27
BSED,4,Facilities,"Update: mixed experience, maganda yung isang building pero luma pa yung isa. sana ma-address to.",Neutral,2026-07-13
BSA,4,Facilities,"Di pa perfect pero malayo na sa dati, effort naman talaga nila makita.",Positive,2026-02-21
BEED,2,Facilities,"Update: fine naman sa ngayon, tingnan pa natin next sem kung mag-iimprove pa.",Neutral,2026-03-25
BEED,1,Faculty,"Just my two cents, grades don't match the rubric at all, parang random lang binigay. just saying.",Negative,2026-01-18
BSBA,1,Payments,"Update: system nag-error nung nagbabayad ako online, na-charge ako twice. di ko lang masabi kung tama ba ako.",Negative,2026-06-13
BSBA,1,Staff,"Ang bagal ng registrar mag-process, ilang beses akong bumalik balik walang update. grabe talaga.",Negative,2026-02-07
BSA,2,Payments,"Deadline for payment moved without proper announcement, na-late ako ng bayad kasi wala akong alam. just saying.",Negative,2026-07-12
BSIS,1,Staff,"Tbh, sobrang unorganized ng process, ni-redirect ako sa iba't ibang office ng walang malinaw na sagot. di ko lang masabi kung tama ba ako.",Negative,2026-10-08
BSIT,3,Payments,"Deadline for payment moved without proper announcement, na-late ako ng bayad kasi wala akong alam.",Negative,2026-11-01
BSTM,4,Staff,Nagtatampo yung guard kapag tinatanong mo lang kung saan yung room. just saying.,Negative,2026-01-16
BSED,2,Staff,"Update: front desk personnel greeted us warmly, nagpapagaan ng mood pag pupunta ka doon. just saying.",Positive,2026-11-07
BSED,2,Staff,"FYI, thank you sa clinic staff, mabilis silang tumulong nung nahilo ako sa klase. sobra.",Positive,2026-01-28
BSIT,3,Payments,"Tbh, medyo tagal pero maayos naman ang naging transaction sa huli.",Neutral,2026-04-16
BSN,4,Facilities,"Just my two cents, parking area is well organized now, hindi na siksikan tulad noon. sana ma-address to.",Positive,2026-10-11
BSPSY,3,Payments,Thankful ako kasi pinayagan akong mag-installment nung nahirapan ako sa tuition.,Positive,2026-05-25
BSBA,2,Facilities,"Some rooms are fine, some need improvement, depende sa building.",Neutral,2026-02-19
BSCS,4,Payments,"Tbh, not sure kung mas mabilis na ba talaga o pareho lang, need pa ng time to observe. sobra.",Neutral,2026-10-20
BSHM,4,Staff,"FYI, they lost my documents twice already, sobrang nakakastress lang. di ko lang masabi kung tama ba ako.",Negative,2026-03-20
BSCS,3,Payments,"Tbh, walang malinaw na breakdown ng fees, biglang taas nalang ng total.",Negative,2026-01-02
BSED,1,Staff,"Sinigawan kami ng staff dahil raw nagulo kami sa pila, pero wala naman kaming ginawa. di ko lang masabi kung tama ba ako.",Negative,2026-05-31
BSCE,4,Staff,"Just my two cents, medyo mixed experience, minsan mabilis, minsan hindi. sobra.",Neutral,2026-04-13
BSIT,1,Faculty,"Walang consultation hours na sinusunod, laging busy pag pupuntahan mo siya.",Negative,2026-04-16
BSIS,3,Faculty,"Depende sa araw, minsan energetic siya minsan parang pagod na pagod.",Neutral,2026-02-11
BEED,1,Staff,"Some are helpful, some parang ayaw kausapin, depende sa staff mo makuha.",Neutral,2026-06-07
BSA-MA,4,Facilities,"Average lang, wala namang masyadong issue pero wala ring standout.",Neutral,2026-08-30
BEED,3,Facilities,"Honestly, aircon sa room 305 super sarap na, di na init ng init tulad dati.",Positive,2026-02-16
BSCE,4,Staff,"Parang okay, parang hindi, hindi ko masabi kung ano talaga nangyari sa request ko.",Neutral,2026-04-05
BSA,4,Staff,"Sobrang unorganized ng process, ni-redirect ako sa iba't ibang office ng walang malinaw na sagot.",Negative,2026-07-09
BSIS,4,Faculty,"Btw, not sure pa kung effective yung teaching style, kailangan pa siguro ng oras. sana ma-address to.",Neutral,2026-01-23
BSBA,4,Facilities,"Roof leaks directly sa computer lab, delikado sa mga equipment.",Negative,2026-08-27
BSBA,2,Facilities,"Tbh, average lang, wala namang masyadong issue pero wala ring standout.",Neutral,2026-05-18
BSTM,1,Staff,"The IT staff fixed my account access super fast, walang hassle.",Positive,2026-03-19
BSA-MA,1,Staff,"Update: some are helpful, some parang ayaw kausapin, depende sa staff mo makuha. sana ma-address to.",Neutral,2026-02-13
BSCE,3,Staff,Nakakatuwa kasi sinagot agad ni ma'am yung concern ko sa OSA within the day. grabe talaga.,Positive,2026-10-05
BSED,2,Faculty,"FYI, ang galing ng teaching style ni Ma'am, kahit boring subject naging interesting.",Positive,2026-10-11
BSCS,4,Facilities,"Sa totoo lang, baha sa hallway tuwing umuulan, delikado talaga lalo pag maraming tao. di ko lang masabi kung tama ba ako.",Negative,2026-09-25
BSED,4,Staff,"They lost my documents twice already, sobrang nakakastress lang.",Negative,2026-10-21
BSN,4,Facilities,"FYI, grabe ang amoy sa CR, matagal na yatang hindi na-clean. sana maayos na.",Negative,2026-06-03
BSIT,4,Payments,"Sobrang bagal ng refund process, isang buwan na wala pa rin update. just saying.",Negative,2026-01-18
BSHM,2,Payments,"Sobrang bait ng staff sa finance office, hinintay pa ako mag-ayos ng requirements. di ko lang masabi kung tama ba ako.",Positive,2026-03-03
BSA-MA,4,Payments,"Okay lang naman, medyo mabagal pero natapos din naman. sana maayos na.",Neutral,2026-03-30
BSIS,2,Staff,"Ang linis at organized ng records office, mabilis din makakuha ng TOR. no cap.",Positive,2026-04-09
BSIS,1,Staff,"Sa totoo lang, very unapproachable, parang ayaw kang lapitan kapag may tanong ka. no cap.",Negative,2026-08-05
BSIT,4,Staff,"Very professional and kind, sinagot lahat ng tanong ko about enrollment. grabe talaga.",Positive,2026-04-14
