Category,Sentiment,Comment,Facilities_Bathrooms,Facilities_Cafeteria,Facilities_Classrooms,Facilities_Cleanliness,Facilities_Computers,Facilities_Furniture,Facilities_Monitors,Facilities_Spaces,Payments_Accessibility,Payments_Accounting,Payments_Courteous,Payments_DigitalTrust,Payments_InfoClarity,Payments_Processing,Payments_Queues,Payments_Security,Professor_Approachability,Professor_Clarity,Professor_ClassroomMgmt,Professor_Fairness,Professor_Feedback,Professor_Mastery,Professor_Punctuality,Professor_TeachingQuality,Professor_TeachingStyle,Staff_AdminComm,Staff_Canteen,Staff_Cashier,Staff_Maintenance,Staff_OfficeStaff,Staff_Registrar,Staff_Safety,Staff_Substitute,Rating
Professors,Negative,propesor walang preparation lately 😭,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,2
Professors,Negative,sana mas malinaw magturo. 😭 — for real.,,,,,,,,,,,,,,,,,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,2
Professors,Positive,yung prof malinaw magturo ngayong sem,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,,,,,,,,,5
Staff,Neutral,"Staff was there, did their job - overall.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3
Professors,Negative,"Overall, the teacher seemed unprepared most days lately.",,,,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,2
Staff,Negative,"Sobrang masungit ng staff dito. On the other hand, sa ngayon, student affairs made the process easy lately. 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2
Payments,Neutral,"The billing office was okay, nothing special this week.",,,,,,,,,3.0,5.0,2.0,3.0,2.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,3
Staff,Neutral,"The security guard was fine, nothing to add ngayong sem.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3
Payments,Neutral,Payment was acceptable - overall.,,,,,,,,,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,3
Payments,Negative,Sobrang abala ng buong proseso. 😭 - overall.,,,,,,,,,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Facilities,Positive,The chairs was clean and quiet.,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Negative,"So far, prof gave unclear instructions this week. Plus, boring ang klase yung instructor this sem 😅",,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,,,,,,,,,2
Facilities,Neutral,"Honestly, the classroom could be better ngayong sem. 😅",3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Negative,"So far, the portal was a complete hassle today.",,,,,,,,,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Professors,Positive,madaling kausap propesor,,,,,,,,,,,,,,,,,4.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,,,,,,,,,4
Payments,Positive,"no problem with payments, in general.",,,,,,,,,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,4
Professors,Positive,The facilitator gives useful examples.,,,,,,,,,,,,,,,,,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,4
Facilities,Neutral,"Same as usual, no complaints. 😐 - not bad not great.",4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Negative,yung lab sobrang liit lately,3.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Positive,"Sa ngayon, prof gives fair grades ngayong sem. 🙂 On the other hand, teaches okay, nothing more.",,,,,,,,,,,,,,,,,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,,,,,,,,,4
Professors,Neutral,"Good prof, no complaints - sa totoo lang, for what it's worth.",,,,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,3
Staff,Positive,"Overall, staff answered my question well this week.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4
Professors,Neutral,discussion was interesting. 😐 — sakto lang.,,,,,,,,,,,,,,,,,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,,,,,,,,,3
Facilities,Positive,"Overall, the gym is in good condition.",5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Neutral,The facilitator is fair for now ngayong sem. 😅,,,,,,,,,,,,,,,,,2.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,,,,,,,,,3
Payments,Negative,"Confusing yung payment breakdown. 🙁, in general.",,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Professors,Positive,"Ma'am explains clearly. 🙂 Also, teaches okay, nothing more. 😭",,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,,,,,,,,,4
Professors,Positive,"One of the best profs I've had, as expected.",,,,,,,,,,,,,,,,,2.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,4
Professors,Negative,Medyo strict si prof - overall.,,,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,,,,,,,,,2
Professors,Negative,Prof needs to slow down - grabe.,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,2
Facilities,Neutral,"okay yung library hours, sa totoo lang.",2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Neutral,yung staff manageable naman. Cashier snapped at me for no reason. 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3
Professors,Negative,"Sobrang taray ng dating niya. 😭 On the other hand, sa ngayon, the teacher talks too fast.",,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,2
Payments,Positive,"yung portal sulit ang proseso lately 😭 Also, no problem with payments. 🙂",,,,,,,,,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,4
Professors,Positive,One of the best profs I've had. 🙂,,,,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,,,,,,,,,4
Payments,Positive,fees mabilis magprocess 😊,,,,,,,,,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Sa ngayon, the campus could be better lately.",3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,Sana mas maraming staff - overall.,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1
Facilities,Positive,Comfortable talaga yung classroom — sa totoo lang.,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5
Payments,Negative,Payment confirmation took time. 😅 palaging nag-e-error payment 🙂,,,,,,,,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,The clinic could be better.,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Negative,"May sobrang bayad akong nakita, di maliwanag, talaga naman.",,,,,,,,,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2
Payments,Positive,"tuition smooth naman this week. Plus, smooth transaction today. 🙂",,,,,,,,,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,4
Facilities,Positive,"Comfortable naman yung classroom. 😭 On the other hand, honestly, the computer lab is decent overall. 🙂",3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,sana mas maraming computers - sa totoo lang.,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Neutral,"No comment, okay naman, not bad not great.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3
Facilities,Neutral,"Okay yung library hours. 😅, not bad not great.",3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Positive,Admin staff was polite. 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4
Professors,Negative,walang preparation adviser 🙂,,,,,,,,,,,,,,,,,2.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,,,,,,,,,3
Facilities,Neutral,"yung classroom walang extra today. Plus, malinis naman ang campus.",3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Negative,mabilis masyado magturo adviser lately,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,2
Payments,Negative,The cashier's office kept crashing during checkout. 🙁 — talaga naman.,,,,,,,,,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Professors,Negative,nakakatakot magtanong sa kanya — in general.,,,,,,,,,,,,,,,,,1.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,2
Staff,Neutral,yung sa student affairs medyo so-so this week,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3
Facilities,Positive,"Overall, the campus was spacious enough this sem.",3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,Staff answered my question - overall.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4
Staff,Positive,ayos makausap yung staff today 😅,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5
Payments,Positive,sulit ang proseso tuition,,,,,,,,,3.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,4
Facilities,Negative,"Overall, the cafeteria is too small.",1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Neutral,staff sa office sakto lang - pwede na.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2
Payments,Positive,payment was quick and easy. 😊 - sa totoo lang.,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"Payment was acceptable, medyo lang.",,,,,,,,,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Professors,Neutral,The lecturer is okay.,,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,,,,,,,,,3
Professors,Positive,"One of the best profs I've had. 🙂, as expected.",,,,,,,,,,,,,,,,,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,4
Professors,Neutral,si facilitator okay lang magturo this sem,,,,,,,,,,,,,,,,,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,,,,,,,,,3
Payments,Positive,tuition mabilis ang transaction lately,,,,,,,,,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Positive,"Sa ngayon, the online payment system had no issues at all.",,,,,,,,,3.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,4
Professors,Neutral,"So far, ma'am is decent enough this sem.",,,,,,,,,,,,,,,,,1.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,,,,,,,,,3
Professors,Negative,medyo istrikto si facilitator 😅,,,,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,2
Payments,Neutral,yung payment sakto lang ngayong sem 😭,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,"So far, prof was condescending to students. 😅",,,,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,2
Payments,Neutral,The portal could be clearer today.,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Positive,One of the best profs I've had. Very good professor.,,,,,,,,,,,,,,,,,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,,,,,,,,,4
Payments,Negative,"Overall, the billing office was a complete hassle lately.",,,,,,,,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2
Staff,Positive,Student affairs was kind to us lately. 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4
Professors,Positive,"Honestly, the professor makes lessons easy to follow. No complaints about the professor.",,,,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,,,,,,,,,4
Facilities,Positive,The aircon is in good condition this sem. 😅,4.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,"So far, the maintenance team made the process easy today. 😭",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4
Facilities,Positive,Comfortable talaga yung classroom. 🙂 — honestly.,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Positive,Payment was quick and easy. 😊 - tbh.,,,,,,,,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,5
Professors,Neutral,medyo strict adviser,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,3
Payments,Positive,resibo mabilis magprocess today,,,,,,,,,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,4
Staff,Positive,"Mabait naman sila. On the other hand, really appreciate the staff here.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4
Payments,Positive,"smooth transaction today. 🙂 - as expected, that's my take.",,,,,,,,,5.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,4
Professors,Positive,One of the best profs I've had — honestly.,,,,,,,,,,,,,,,,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,,,,,,,,,4
Facilities,Negative,"So far, the cafeteria was a safety hazard.",2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Neutral,adviser okay lang magturo,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,3
Staff,Positive,"Overall, student affairs handled my concern well.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4
Facilities,Positive,"computers clean and quiet lately 🙂, honestly.",5.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Positive,"Smooth transaction today. On the other hand, no problem with payments. 🙂",,,,,,,,,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"Honestly, the refund process is manageable for me this week.",,,,,,,,,2.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Payments,Positive,Payment was quick and easy. 😊 — no complaints here.,,,,,,,,,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Negative,Nakakainsulto yung pagsagot niya. 🙁 - sa totoo lang.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,2
Payments,Neutral,"Payment is manageable for me, in general.",,,,,,,,,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,3
Payments,Neutral,Sana mas malinaw yung breakdown - sakto lang.,,,,,,,,,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Positive,No complaints about the professor. 🙂 — overall.,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,4
Payments,Positive,"So far, the refund process was explained clearly today. 😭",,,,,,,,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,5
Payments,Negative,sira ang portal process ng bayad,,,,,,,,,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,2
Payments,Neutral,"The fees was okay, nothing special lately.",,,,,,,,,3.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Facilities,Negative,computers mabagal ang internet today,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Neutral,The fees could be clearer this week. 😅,,,,,,,,,5.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Staff,Neutral,yung registrar manageable naman this week,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4
Professors,Neutral,Sana mas maraming examples.,,,,,,,,,,,,,,,,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,3
Payments,Positive,The portal was smooth today ngayong sem. Tuition kept crashing during checkout lately.,,,,,,,,,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"Payment is manageable for me today, not bad not great.",,,,,,,,,3.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,3
Staff,Neutral,pwede na yung nasa counter ngayong sem,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3
Payments,Positive,"No problem with payments. 😅 On the other hand, the refund process had no issues at all.",,,,,,,,,5.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,4
Payments,Positive,"So far, tuition was posted on time. It's fine, nothing more to say.",,,,,,,,,4.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,4
Professors,Negative,boring ang klase adviser 😭,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,2
Payments,Negative,"the portal was a complete hassle, tbh.",,,,,,,,,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Professors,Neutral,medyo strict propesor this sem,,,,,,,,,,,,,,,,,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,3
Professors,Negative,nakakatakot lapitan si facilitator 😭 Sana mas malinaw magturo. 😭,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,,,,,,,,,2
Payments,Positive,smooth transaction today. 🙂 — as expected.,,,,,,,,,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,Nothing to add about payments. 😅 - overall.,,,,,,,,,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,2
Facilities,Negative,Too crowded during break - sa totoo lang.,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Positive,No complaints about the professor — as expected.,,,,,,,,,,,,,,,,,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,4
Payments,Positive,"Honestly, the billing office had no issues at all.",,,,,,,,,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,4
Staff,Negative,kulang minsan staff sa office today,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2
Facilities,Negative,"Sa ngayon, the hallway is not working again today.",3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Negative,The maintenance team was dismissive of my concern.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2
Staff,Neutral,"Honestly, staff was average overall ngayong sem. 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3
Professors,Positive,si sir helpful naman this sem 😅 ang galing magturo propesor lately 🙂,,,,,,,,,,,,,,,,,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,,,,,,,,,4
Payments,Neutral,"Sa ngayon, tuition was fair enough.",,,,,,,,,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,2
Professors,Neutral,"the facilitator is okay, medyo lang.",,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,,3
Staff,Neutral,guard sa gate okay lang,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3
Facilities,Neutral,aircon medyo so-so 😭,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Neutral,"The refund process was okay, nothing special ngayong sem. 😭",,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Payments,Neutral,"Tuition could be clearer this sem. Plus, confusing yung payment breakdown.",,,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Payments,Neutral,Nothing to add about payments. 😐 - overall.,,,,,,,,,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,Ang bagal intindihin paminsan-minsan. 😭 - sobra.,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,2
Payments,Neutral,"It's fine, nothing more to say — in general.",,,,,,,,,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Staff,Negative,Grabe kadali magalit - in general.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2
Facilities,Neutral,okay yung library hours. 😐 — overall.,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Positive,"Good teaching style. 😭 Plus, very good professor.",,,,,,,,,,,,,,,,,5.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,,,,,,,,,4
Staff,Neutral,Wala naman akong issue. 😐 — in general.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2
Payments,Neutral,"Sa ngayon, the cashier's office was okay, nothing special this week. 😅",,,,,,,,,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,facilities are ok. 🙂,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,Admin staff snapped at me for no reason ngayong sem.,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1
Payments,Neutral,"Sa ngayon, the portal was fair enough.",,,,,,,,,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2
Payments,Negative,Confusing yung payment breakdown. fees confusing yung breakdown,,,,,,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2
Facilities,Negative,hallway sobrang crowded. Comfortable naman yung classroom.,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Neutral,"It's fine, nothing more to say - nothing special.",,,,,,,,,2.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,3
Payments,Neutral,"Honestly, the cashier's office was fair enough this sem. 😅 So far, tuition had hidden fees this week. 😭",,,,,,,,,3.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Professors,Neutral,Wala namang problema sa prof. 😭 Ma'am played favorites in class lately.,,,,,,,,,,,,,,,,,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,,,,,,,,,3
Facilities,Negative,"Honestly, the projector needs better ventilation lately.",3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Positive,yung registrar mabilis sumagot,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4
Facilities,Neutral,The hallway is manageable this week.,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,"Front desk ignored my concern completely. 😅 Also, medyo pabigat guard sa gate",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2
Professors,Positive,The lecturer gives fair grades.,,,,,,,,,,,,,,,,,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,,,,,,,,,4
Professors,Negative,si prof sobrang taray lately 🙂,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,2
Facilities,Negative,Wala nang natirang gamit sa lab — grabe.,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Positive,Ma'am is very good today. 🙂,,,,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,,,,,,,,,4
Payments,Positive,Good experience overall. The online payment system was explained clearly.,,,,,,,,,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Positive,really appreciate the staff here — consistently.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4
